"Customer_ID","No_Show","Major_Hub_Departure","Departure_Day","Departure_Hour","Connections","International_Flight","Connection___International_Fligh","Business_Traveler","Booking_Class","When_Ticket_Purchased","Age","Gender___Female","Frequent_Flier_Status","Weather_Issues","Weather_Issues___Connection"
"     9716917","           1","           1","           4","           3","           0","           0","           0","           0","           2","           3","           4","           1","           0","           1","           0"
"     8067058","           1","           1","           1","           3","           1","           0","           0","           0","           2","           3","           6","           0","           0","           1","           1"
"     9019287","           1","           1","           1","           1","           0","           0","           0","           0","           1","           3","           6","           1","           1","           1","           0"
"     8006272","           1","           1","           5","           3","           0","           0","           0","           0","           3","           3","           5","           0","           0","           0","           0"
"     7119543","           1","           1","           5","           3","           0","           0","           0","           0","           1","           3","           6","           0","           0","           0","           0"
"     4659806","           1","           1","           5","           1","           1","           1","           1","           0","           3","           2","           4","           1","           0","           1","           1"
"     6715058","           1","           1","           1","           1","           0","           1","           0","           0","           1","           3","           5","           0","           0","           0","           0"
"     1599171","           1","           1","           4","           1","           0","           0","           0","           0","           3","           3","           4","           1","           0","           1","           0"
"     4882412","           1","           0","           2","           1","           1","           0","           0","           0","           1","           3","           4","           1","           0","           1","           1"
"     1660972","           1","           1","           5","           1","           1","           0","           0","           0","           3","           3","           5","           0","           0","           1","           1"
"      280077","           1","           0","           5","           1","           0","           0","           0","           0","           3","           3","           4","           1","           1","           1","           0"
"     5523427","           1","           0","           1","           2","           0","           0","           0","           0","           3","           2","           4","           1","           0","           1","           0"
"     9430505","           1","           0","           1","           3","           1","           0","           0","           0","           2","           3","           2","           1","           1","           1","           1"
"     8402781","           1","           0","           1","           1","           1","           0","           0","           1","           3","           3","           5","           0","           0","           0","           0"
"     7278475","           1","           1","           2","           3","           1","           1","           1","           0","           1","           1","           2","           1","           0","           1","           1"
"     8308833","           1","           1","           4","           3","           1","           0","           0","           1","           3","           3","           5","           1","           1","           1","           1"
"     9899316","           1","           1","           6","           3","           1","           0","           0","           0","           1","           3","           5","           1","           0","           1","           1"
"     1177126","           1","           1","           5","           3","           0","           0","           0","           0","           3","           2","           2","           0","           1","           0","           0"
"     5279544","           1","           0","           6","           2","           1","           0","           0","           0","           1","           3","           2","           0","           0","           0","           0"
"     2479402","           1","           0","           4","           1","           0","           0","           0","           1","           2","           2","           5","           1","           0","           1","           0"
"     1792524","           1","           0","           1","           3","           1","           0","           0","           0","           3","           2","           5","           1","           0","           1","           1"
"     9674099","           1","           1","           6","           3","           0","           0","           0","           0","           2","           2","           5","           1","           0","           1","           0"
"     6470572","           1","           1","           7","           1","           1","           0","           0","           0","           3","           2","           6","           0","           0","           1","           1"
"     6492241","           1","           1","           1","           3","           1","           0","           0","           1","           3","           3","           3","           0","           0","           0","           0"
"     7775674","           1","           1","           4","           1","           0","           0","           0","           0","           1","           2","           2","           1","           0","           0","           0"
"     6999524","           1","           0","           5","           3","           0","           0","           0","           0","           3","           1","           7","           0","           0","           1","           0"
"     6389771","           1","           0","           2","           3","           1","           0","           0","           0","           3","           2","           4","           1","           0","           1","           1"
"     4640525","           1","           1","           4","           1","           0","           0","           0","           1","           3","           3","           4","           0","           0","           0","           0"
"     9867587","           1","           1","           5","           1","           1","           0","           0","           0","           3","           3","           4","           0","           0","           0","           0"
"     4454123","           1","           0","           1","           3","           0","           0","           0","           0","           2","           1","           5","           0","           0","           1","           0"
"     8486706","           1","           0","           3","           3","           0","           0","           0","           0","           3","           3","           5","           0","           0","           1","           0"
"     2551189","           1","           0","           1","           1","           0","           0","           0","           0","           3","           3","           3","           0","           1","           1","           0"
"      694602","           1","           1","           4","           3","           0","           0","           0","           0","           1","           3","           4","           0","           0","           1","           0"
"     8573452","           1","           1","           1","           3","           1","           0","           0","           0","           2","           3","           3","           0","           0","           0","           0"
"      110733","           1","           1","           2","           3","           0","           0","           0","           1","           3","           3","           6","           1","           0","           1","           0"
"     2951046","           1","           1","           1","           1","           1","           0","           0","           0","           3","           3","           4","           0","           1","           0","           0"
"     7871610","           1","           1","           1","           1","           1","           0","           0","           1","           1","           3","           5","           0","           0","           1","           1"
"       46285","           1","           1","           5","           1","           0","           0","           0","           0","           2","           3","           5","           0","           1","           1","           0"
"     3343094","           1","           0","           3","           2","           1","           0","           0","           0","           3","           3","           5","           1","           0","           1","           1"
"     1140058","           1","           1","           7","           1","           1","           0","           0","           1","           3","           1","           4","           0","           0","           1","           1"
"     7166764","           1","           0","           7","           1","           0","           0","           0","           0","           3","           3","           3","           1","           1","           1","           0"
"     2608927","           1","           0","           4","           1","           1","           1","           1","           0","           1","           1","           6","           0","           0","           1","           1"
"     9845465","           1","           1","           1","           3","           1","           0","           0","           0","           3","           2","           4","           0","           0","           1","           1"
"     2606009","           1","           0","           7","           3","           0","           0","           0","           0","           2","           1","           2","           0","           0","           0","           0"
"      140645","           1","           1","           5","           1","           1","           1","           1","           0","           3","           3","           4","           0","           1","           0","           0"
"     2973788","           1","           1","           1","           1","           0","           1","           0","           0","           1","           3","           4","           1","           0","           0","           0"
"      914461","           1","           1","           4","           3","           1","           0","           0","           0","           3","           2","           4","           1","           0","           0","           0"
"     3271478","           1","           0","           3","           1","           1","           0","           0","           0","           3","           1","           3","           1","           0","           1","           1"
"     6750976","           1","           1","           6","           3","           1","           0","           0","           0","           2","           1","           2","           1","           1","           0","           0"
"     2568669","           1","           1","           6","           2","           1","           0","           0","           0","           3","           3","           6","           1","           0","           1","           1"
"     4326948","           1","           0","           4","           3","           0","           0","           0","           1","           3","           1","           4","           1","           0","           0","           0"
"     1173348","           1","           1","           1","           3","           0","           0","           0","           0","           3","           3","           5","           1","           0","           1","           0"
"       99073","           1","           0","           2","           1","           1","           0","           0","           0","           3","           3","           3","           1","           0","           0","           0"
"     7101751","           1","           0","           4","           1","           1","           1","           1","           0","           3","           2","           3","           0","           0","           1","           1"
"      665549","           1","           1","           4","           1","           1","           1","           1","           1","           1","           2","           7","           0","           0","           1","           1"
"     2952914","           1","           1","           4","           2","           1","           0","           0","           1","           3","           3","           4","           1","           0","           0","           0"
"      283054","           1","           1","           5","           3","           0","           0","           0","           0","           3","           3","           3","           0","           0","           1","           0"
"     7794995","           1","           1","           7","           2","           1","           0","           0","           0","           3","           2","           3","           0","           0","           1","           1"
"     9064665","           1","           1","           7","           3","           1","           0","           0","           0","           1","           3","           6","           1","           0","           1","           1"
"     2467853","           1","           0","           7","           1","           1","           0","           0","           1","           1","           3","           2","           1","           1","           0","           0"
"     6398466","           1","           0","           4","           3","           0","           0","           0","           0","           2","           3","           5","           1","           1","           0","           0"
"     6248617","           1","           0","           5","           1","           1","           0","           0","           0","           1","           3","           4","           1","           0","           1","           1"
"     2409574","           1","           0","           7","           1","           0","           0","           0","           0","           3","           3","           1","           0","           0","           0","           0"
"      980956","           1","           1","           3","           1","           1","           0","           0","           0","           2","           3","           4","           0","           0","           1","           1"
"     3060129","           1","           1","           2","           1","           1","           0","           0","           0","           3","           3","           4","           0","           0","           0","           0"
"     4662350","           1","           1","           7","           1","           1","           0","           0","           0","           3","           3","           2","           1","           0","           0","           0"
"     1803458","           1","           0","           7","           1","           1","           0","           0","           1","           3","           3","           5","           0","           0","           1","           1"
"     8324316","           1","           1","           4","           1","           0","           0","           0","           1","           3","           3","           5","           0","           0","           1","           0"
"     2532204","           1","           1","           1","           3","           1","           1","           1","           0","           3","           3","           4","           0","           0","           0","           0"
"     1670106","           1","           0","           2","           1","           1","           0","           0","           0","           3","           2","           5","           0","           0","           0","           0"
"     3269356","           1","           1","           3","           3","           0","           0","           0","           0","           2","           3","           5","           0","           0","           0","           0"
"     1430004","           1","           1","           1","           3","           0","           0","           0","           1","           2","           3","           3","           1","           1","           0","           0"
"     7577058","           1","           0","           6","           3","           0","           1","           0","           0","           3","           3","           6","           1","           0","           0","           0"
"     5442338","           1","           1","           5","           1","           1","           0","           0","           0","           2","           1","           3","           1","           0","           0","           0"
"     8578381","           1","           1","           3","           2","           0","           1","           0","           0","           3","           1","           3","           1","           0","           1","           0"
"     7210720","           1","           1","           3","           3","           0","           1","           0","           0","           3","           3","           5","           0","           1","           1","           0"
"     1755956","           1","           1","           3","           3","           0","           0","           0","           0","           3","           3","           5","           0","           0","           1","           0"
"     7619393","           1","           1","           5","           3","           1","           1","           1","           0","           3","           3","           5","           0","           0","           1","           1"
"     2472617","           1","           1","           3","           1","           1","           0","           0","           0","           1","           3","           4","           0","           1","           1","           1"
"     6570598","           1","           1","           2","           3","           0","           0","           0","           1","           3","           3","           2","           1","           0","           1","           0"
"     7385080","           1","           1","           5","           3","           1","           0","           0","           1","           3","           3","           5","           0","           0","           1","           1"
"     8843231","           1","           1","           5","           3","           0","           0","           0","           0","           3","           1","           2","           0","           1","           1","           0"
"     1232850","           1","           0","           2","           2","           1","           0","           0","           0","           3","           2","           3","           0","           0","           0","           0"
"     8835132","           1","           0","           4","           3","           1","           0","           0","           0","           2","           3","           6","           0","           1","           1","           1"
"     5719561","           1","           0","           4","           1","           1","           0","           0","           0","           2","           3","           8","           0","           1","           0","           0"
"     6979357","           1","           0","           2","           3","           1","           0","           0","           0","           3","           1","           3","           0","           0","           0","           0"
"     9067308","           1","           1","           6","           1","           1","           0","           0","           0","           3","           3","           4","           0","           0","           0","           0"
"     4131698","           1","           1","           1","           3","           1","           0","           0","           0","           3","           3","           3","           1","           0","           1","           1"
"     8292375","           1","           1","           6","           1","           1","           0","           0","           0","           1","           3","           6","           0","           0","           1","           1"
"     5452252","           1","           1","           6","           3","           0","           0","           0","           1","           3","           3","           6","           1","           0","           1","           0"
"     9776203","           1","           1","           1","           1","           0","           0","           0","           0","           2","           1","           8","           0","           0","           0","           0"
"     2465637","           1","           0","           4","           3","           0","           0","           0","           0","           3","           2","           4","           0","           0","           0","           0"
"     7669003","           1","           0","           3","           3","           0","           0","           0","           1","           2","           3","           4","           0","           0","           1","           0"
"     4122965","           1","           1","           6","           1","           0","           0","           0","           0","           3","           1","           5","           1","           1","           0","           0"
"     4606586","           1","           0","           4","           3","           1","           0","           0","           0","           3","           3","           4","           0","           0","           0","           0"
"     5696932","           1","           1","           6","           3","           0","           0","           0","           0","           3","           2","           4","           0","           0","           0","           0"
"     9202265","           1","           1","           7","           1","           0","           1","           0","           0","           3","           3","           2","           0","           1","           0","           0"
"     2817187","           1","           1","           6","           3","           0","           0","           0","           0","           1","           2","           2","           0","           0","           0","           0"
"     9074338","           1","           0","           4","           3","           1","           0","           0","           0","           3","           2","           1","           0","           1","           1","           1"
"      578404","           1","           0","           2","           3","           0","           0","           0","           1","           3","           2","           5","           0","           1","           0","           0"
"      515787","           1","           1","           6","           1","           0","           0","           0","           0","           3","           3","           6","           0","           1","           0","           0"
"     6222720","           1","           0","           5","           1","           1","           0","           0","           0","           2","           3","           4","           1","           1","           1","           1"
"     7267311","           1","           1","           3","           1","           0","           1","           0","           0","           2","           3","           5","           1","           0","           1","           0"
"     9241714","           1","           0","           5","           3","           1","           0","           0","           0","           3","           2","           4","           0","           0","           0","           0"
"     6744697","           1","           1","           1","           3","           1","           0","           0","           0","           1","           3","           5","           1","           0","           0","           0"
"     3800692","           1","           0","           5","           1","           1","           1","           1","           0","           3","           3","           5","           1","           0","           1","           1"
"     1354348","           1","           1","           2","           3","           1","           0","           0","           0","           3","           2","           3","           1","           0","           1","           1"
"     3688439","           1","           1","           5","           1","           0","           0","           0","           1","           3","           3","           7","           0","           1","           0","           0"
"     5439546","           1","           1","           6","           1","           1","           0","           0","           0","           2","           2","           6","           0","           0","           0","           0"
"     3578173","           1","           1","           7","           1","           1","           0","           0","           0","           3","           1","           5","           0","           0","           0","           0"
"     9610932","           1","           0","           7","           2","           0","           1","           0","           0","           3","           2","           5","           0","           0","           1","           0"
"      204839","           1","           0","           5","           1","           1","           0","           0","           1","           3","           3","           7","           0","           0","           0","           0"
"     7980958","           1","           0","           5","           3","           1","           0","           0","           0","           2","           1","           5","           1","           1","           1","           1"
"     7898848","           1","           1","           6","           1","           0","           0","           0","           1","           2","           2","           2","           0","           0","           1","           0"
"     6374044","           1","           1","           5","           2","           0","           0","           0","           1","           2","           3","           4","           1","           0","           1","           0"
"     4356246","           1","           0","           7","           3","           1","           0","           0","           0","           2","           1","           5","           0","           0","           1","           1"
"     2157086","           1","           0","           7","           1","           0","           0","           0","           0","           3","           3","           5","           0","           0","           0","           0"
"     3126023","           1","           0","           3","           1","           1","           0","           0","           1","           3","           3","           5","           1","           0","           0","           0"
"     9419268","           1","           0","           1","           3","           1","           0","           0","           1","           3","           2","           2","           0","           0","           1","           1"
"     9995340","           1","           1","           4","           1","           0","           0","           0","           0","           3","           3","           3","           1","           0","           1","           0"
"     6328956","           1","           0","           1","           1","           0","           0","           0","           1","           1","           2","           2","           0","           0","           0","           0"
"     8346512","           1","           1","           5","           3","           1","           0","           0","           0","           3","           1","           3","           0","           0","           1","           1"
"     5066601","           1","           1","           3","           1","           0","           0","           0","           1","           3","           3","           6","           0","           0","           1","           0"
"     4305252","           1","           0","           4","           3","           1","           1","           1","           0","           3","           3","           6","           0","           1","           1","           1"
"     5113217","           1","           1","           1","           1","           0","           0","           0","           0","           3","           3","           2","           1","           0","           1","           0"
"     4612912","           1","           1","           2","           1","           0","           0","           0","           0","           3","           2","           2","           0","           1","           0","           0"
"     7798111","           1","           1","           7","           1","           0","           0","           0","           1","           1","           3","           3","           1","           0","           1","           0"
"     4217562","           1","           0","           1","           3","           1","           1","           1","           0","           3","           2","           8","           0","           0","           1","           1"
"     1241500","           1","           0","           7","           3","           0","           0","           0","           0","           3","           3","           6","           0","           0","           0","           0"
"     3200789","           1","           1","           4","           3","           0","           0","           0","           1","           3","           2","           5","           0","           1","           1","           0"
"     1905138","           1","           1","           5","           1","           0","           0","           0","           0","           2","           2","           2","           1","           1","           1","           0"
"     9649261","           1","           1","           3","           1","           1","           0","           0","           0","           3","           3","           6","           0","           0","           1","           1"
"     3398212","           1","           0","           6","           3","           0","           0","           0","           0","           3","           3","           4","           0","           0","           0","           0"
"     7823089","           1","           0","           5","           2","           1","           1","           1","           1","           3","           2","           5","           1","           0","           1","           1"
"     7920180","           1","           1","           2","           1","           0","           0","           0","           0","           1","           3","           4","           1","           0","           1","           0"
"     9865836","           1","           1","           1","           3","           1","           0","           0","           0","           3","           2","           3","           0","           0","           1","           1"
"     6766377","           1","           0","           7","           3","           1","           0","           0","           0","           3","           3","           6","           1","           0","           1","           1"
"     1879896","           1","           0","           1","           3","           1","           0","           0","           0","           2","           1","           4","           1","           1","           1","           1"
"      242038","           1","           0","           2","           3","           0","           0","           0","           0","           3","           3","           3","           1","           0","           1","           0"
"     3792188","           1","           1","           1","           2","           1","           0","           0","           1","           3","           3","           7","           1","           1","           1","           1"
"      174293","           1","           0","           1","           2","           1","           0","           0","           0","           2","           3","           4","           0","           0","           1","           1"
"     4285391","           1","           0","           6","           3","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"     4467541","           1","           1","           2","           3","           1","           0","           0","           0","           3","           3","           4","           1","           1","           0","           0"
"     6963701","           1","           1","           1","           3","           0","           0","           0","           0","           2","           2","           3","           0","           0","           0","           0"
"     5591163","           1","           1","           4","           3","           0","           0","           0","           0","           3","           2","           5","           0","           1","           0","           0"
"     9391489","           1","           0","           4","           3","           1","           1","           1","           1","           3","           1","           7","           1","           0","           1","           1"
"     5886361","           1","           1","           1","           3","           1","           0","           0","           1","           3","           3","           7","           0","           0","           0","           0"
"      747328","           1","           1","           5","           3","           1","           0","           0","           0","           3","           3","           5","           0","           0","           1","           1"
"      717174","           1","           1","           4","           3","           1","           1","           1","           0","           2","           3","           6","           1","           0","           1","           1"
"     7346870","           1","           1","           4","           1","           0","           0","           0","           1","           3","           2","           3","           0","           0","           1","           0"
"     9816164","           1","           1","           5","           2","           1","           0","           0","           0","           3","           2","           2","           0","           0","           0","           0"
"     2492672","           1","           1","           3","           1","           1","           1","           1","           0","           3","           1","           4","           0","           0","           1","           1"
"     5804056","           1","           1","           6","           3","           1","           0","           0","           0","           3","           3","           4","           0","           0","           1","           1"
"     5798046","           1","           1","           7","           3","           0","           0","           0","           0","           3","           3","           3","           0","           0","           1","           0"
"     8650801","           1","           1","           7","           1","           0","           0","           0","           1","           3","           3","           6","           0","           0","           1","           0"
"     6689275","           1","           0","           4","           3","           1","           0","           0","           0","           2","           2","           5","           0","           0","           0","           0"
"     7359035","           1","           0","           1","           3","           0","           0","           0","           1","           3","           1","           4","           0","           0","           1","           0"
"      879672","           1","           0","           4","           3","           0","           0","           0","           0","           3","           3","           5","           1","           0","           0","           0"
"      134193","           1","           1","           6","           3","           1","           1","           1","           0","           2","           3","           5","           1","           0","           0","           0"
"     1679674","           1","           1","           2","           1","           0","           0","           0","           0","           3","           2","           5","           1","           1","           1","           0"
"     8553671","           1","           0","           4","           3","           1","           0","           0","           0","           1","           3","           5","           0","           0","           0","           0"
"     9232495","           1","           1","           1","           1","           1","           1","           1","           0","           3","           3","           4","           1","           0","           0","           0"
